index,Label,brand,name,price,rank,ingredients,Combination,Dry,Full,Light,Matte,Medium,Natural,Normal,Oily,Radiant,Sensitive,X,Y
244,Moisturizer_Combination,LANEIGE,Water Bank Dual Layer Face Oil,38,5.0,"-Passion Flower Seed Oil: Provides vitamin E to support the natural look of firmer skin.

Water, Caprylic/Capric Triglyceride, Squalane, Vitis Vinifera (Grape) Seed Oil, Decyl Cocoate, Dicaprylyl Carbonate, Triethylhexanoin, Glycerin, Passiflora Incarnata Seed Oil, Macadamia Ternifolia Seed Oil, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Zinc Sulfate, Manganese Sulfate, Tocopherol, Calcium Chloride, Sodium Chloride, Alcohol, Xanthan Gum, Ascorbyl Glucoside, Disodium Edta, Phenoxyethanol, Ethylhexylglycerin, Fragrance.",1,1,0,0,0,0,0,1,0,0,0,36.60923,40.080936
245,Moisturizer_Combination,SHISEIDO,Ibuki Beauty Sleeping Mask,40,4.4,"-Vitamins C and E: Help tired-looking skin appear clearer, brighter, and more radiant.
-PhytoTarget Complex: Enhances skin's natural moisture factors to help build skin's resistance to external stressors.
-Phytoplankton Extract: Help revitalize skin for a plump, well-rested look.

Water, Dipropylene Glycol, Glycerin, Alcohol, Pentaerythrityl Tetraethylhexanoate, Maltitol, Dimethicone, Trehalose, Euphorbia Cerifera (Candelilla) Wax(Candelilla Cera/Cire De Candelilla), Phenoxyethanol, Peg-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether, Carbomer, Butylene Glycol, Fragrance (Parfum), Talc, Potassium Hydroxide, Dextrin Palmitate, Disodium Edta, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Serine, Ascorbyl Tetraisopalmitate, Tocopheryl Acetate, Butylphenyl Methylpropional, Limonene, Hexyl Cinnamal, Linalool, Benzyl Benzoate, Calcium Stearate, Citronellol, Geraniol, Peg-30 Soy Sterol, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Hydrogenated Lecithin, Iron Oxides (Ci 77492), Triisostearin, Bht, Trimethylolpropane Triethylhexanoate, Citric Acid, Plankton Extract, Sodium Phosphate, Trisodium Edta, Polysilicone-2, Tocopherol.",1,1,0,0,0,0,0,1,1,0,0,-63.52505,-85.73085
247,Moisturizer_Combination,GLAMGLOW,VOLCASMIC™ Matte Glow Moisturizer,49,4.1,"Water, Cyclopentasiloxane, Ceresin, Glycerin, Dimethicone, Peg-10 Dimethicone, Propanediol, Volcanic Sand, Solanum Lycopersicum (Tomato) Leaf Cell Culture Extract, Daphne Odora Callus Extract, Opuntia Ficus-Indica Callus Culture Extract, Opuntia Ficus-Indica Stem Extract, Ethylhexylglycerin, C12-15 Alkyl Benzoate, Benzyl Benzoate, Silica, Sorbitan Olivate, Panthenol, Distearyldimonium Chloride, Disteardimonium Hectorite, Sodium Chloride, Caprylyl Glycol, Cetyl Alcohol, Fragrance, Citral, Linalool, Limonene, Disodium Edta, Phenoxyethanol",1,0,0,0,0,0,0,1,1,0,0,26.23748,-38.339184
248,Moisturizer_Combination,LANCÔME,Rénergie Lift Multi-Action Sunscreen Broad Spectrum SPF 15 For All Skin Types,99,3.9,"-Avobenzone 3%
-Octisalate 5%
-Octocrylene 7%

Water, Dimethicone, Glycerin, Hydrogenated Polyisobutene, Beeswax, Poly C10-30 Alkyl Acrylate, Yeast Extract, Guanosine, Cyathea Medullaris Leaf Extract, Sucrose Stearate, Secale Cereale (Rye) Seed Extract, Tocopherol, Sodium Polyacrylate, Sodium Hydroxide, Red 4, Sodium Levulinate, Stearic Acid, Phenoxyethanol, Adenosine, Peg-100 Stearate, Ethylhexylglycerin, Palmitic Acid, Silica, Chlorphenesin, Yellow 5, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Limonene, Pentylene Glycol, Benzyl Alcohol, Linalool, Xanthan Gum, Cinnamic Acid, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Myristic Acid, Disodium Stearoyl Glutamate, Disodium Edta, Citronellol, Aluminum Starch Octenylsuccinate, Coumarin, Levulinic Acid, Glyceryl Stearate, Glyceryl Caprylate, Fragrance.",1,1,0,0,0,0,0,1,1,0,1,146.05096,-5.9708405
249,Moisturizer_Combination,BIOSSANCE,Squalane + Antioxidant Cleansing Oil,30,4.4,"-100 Percent Plant-Derived Squalane: Acts as a barrier, protecting skin from moisture loss.
-Hemisqualane: Derived from sugarcane, excellent for its gentle, yet effective cleansing and makeup removing properties.
-Eight Plant-derived Oils and Extracts: Soothe, soften, and deliver powerful vitamins (A, B, and C) to the skin while providing antioxidant protection.

Caprylic/Capric Triglyceride, Polyglyceryl-2 Caprate, Squalane, C13-15 Alkane, Polyglyceryl-2 Sesquioleate, Triethylhexanoin, Citrus Aurantium Dulcis (Orange) Oil, Lavandula Angustifolia (Lavender) Oil, Rosa Moschata Seed Oil, Avena Sativa (Oat) Kernel Oil, Oenothera Biennis, (Evening Primrose) Oil, Moringa Oleifera Seed Oil, Lavandula Hybrida Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Anthemis Nobilis Flower Oil, Helianthus, Annuus (Sunflower) Seed Oil, Tocopherol.",1,1,0,0,0,0,0,1,1,0,1,-54.640823,13.72698
251,Moisturizer_Combination,ORIGINS,Plantscription™ Youth-Renewing Power Night Cream,60,4.4,"Water, Caprylic/Capric Triglyceride, Myristyl Myristate, Isodecyl Isononanoate, Triethylhexanoin, Butylene Glycol, Stearic Acid, Peg-100 Stearate, Cetyl Alcohol, Behenyl Alcohol, Hydrogenated Coco-Glycerides, Cetearyl Alcohol, Glycerin, Anogeissus Leiocarpus Bark Extract, Peucedanum Graveolens (Dill) Extract, Cassia Alata Leaf Extract, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Linalool, Citronellol, Limonene, Geraniol, Citral, Hypnea Musciformis (Algae) Extract, Gellidiela Acerosa (Algae) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Triticum Vulgare (Wheat) Germ Extract, Pisum Sativum (Pea) Extract, Centaurium Erythraea (Centaury) Extract, Bambusa Vulgaris (Bamboo) Extract, Poria Cocos Sclerotium Extract, Cholesterol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Rubus Idaeus (Raspberry) Leaf Extract, Squalane, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Micrococcus Lysate, Phytosphingosine, Caffeine, Acetyl Hexapeptide-8, Hydrolyzed Algin, Crithmum Maritimum Extract, Hydrogenated Vegetable Oil, Laminaria Digitata Extract, Sodium Hyaluronate, Lecithin, Maltodextrin, Glycine Soja (Soybean) Sterols, Dimethicone, Ceteareth-20, Polysorbate 20, Glyceryl Stearate, Carbomer, Potassium Hydroxide, Tocopheryl Acetate, Boron Nitride, Tetrahexyldecyl Ascorbate, Sodium Dehydroacetate, Xanthan Gum, Glucosamine Hcl, Phenoxyethanol * Essential Oil
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,0,0,0,0,0,1,1,0,1,-56.732468,-69.49095
252,Moisturizer_Combination,LANCÔME,Énergie de Vie The Smoothing & Plumping Water-Infused Cream,55,4.2,Visit the Lancôme boutique,1,1,0,0,0,0,0,1,1,0,1,14.144001,11.426974
253,Moisturizer_Combination,KATE SOMERVILLE,ExfoliKate Glow Moisturizer,65,4.6,"-Glycolic and Lactic Acid (Natural AHAs): Help loosen and slough away dead surface skin cells revealing a smoother, glowing complexion.
-Papaya, Pineapple, and Pumpkin Enzymes: Help enhance skin exfoliation.
-Opuntia Ficus-indica (Napol Cactus) Fruit Extract: Derived from the fermentation of the whole cactus plant; helps to reduce any potential irritation caused by AHAs.

Water, Cetyl Ricinoleate, Isostearyl Palmitate, Dimethicone, Squalane, Lactic Acid, Glyceryl Stearate, PEG-100 Stearate, Propanediol, Glycolic Acid, Myristyl Alcohol, Cyclopentasiloxane, Sodium Hydroxide, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Leuconostoc/Radish Root Ferment Filtrate, Bromelain, Papain, Opuntia Ficus-Indica Fruit Extract, Glycerin, Saccharomyces Cerevisiae Extract, Polysilicone-11, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Geranium Maculatum Oil, Tocopheryl Acetate, Phenoxyethanol, Polyacrylate Crosspolymer-6, Myristyl Glucoside, Cyclohexasiloxane, PEG-40 Stearate, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Maltodextrin, Chlorophyllin-Copper",1,1,0,0,0,0,0,1,1,0,0,8.716877,84.75989
254,Moisturizer_Combination,J.ONE,Jelly Pack,42,4.3,"-Fullerene: Super-powered antioxidant that protects against free radicals.
-Hyaluronic Acid: Hydrates and bonds water the skin for a plumper appearance.
-Chamomile Flower Water: Soothes and hydrates.

Water, Polysorbate 80, PEG-150 Disterate, Niacinamide, 1,2-Hexanediol, Rosa Damascena Flower Water, Rosemary Leaf Water, Chamomile Flower Water, Yeast/Fermented black tea extract, Imperata Cylindrica Root Extract, Nuphar Luteum Flower Extract, Sea Daffodil Flower Extract, Glycerin, Adenosine, Hydrolyzed Hylauronic Acid, Dipropylene Glycol, Sucrose Distearate, Cyclopentasilxane, Butylene Glycol, Dimethicone, Hydrogenated Lecithin, Dimethicone/Vinyl Dimethicone Crosspolymer, PEG-8, Hydroxyethylcelluclose, Potassium Sorbate Palmitoyl Tripeptide-5, PVP, Fullerene, Carbomer, Disodium EDTA, Phenoxyethanol, Sodum Benzoate, Citric Acid, Dehydroacetic Acid.",1,1,0,0,0,0,0,1,1,0,1,-6.6174493,-59.720833
255,Moisturizer_Combination,KATE SOMERVILLE,RetAsphere™ 2-in-1 Retinol Night Cream,85,4.3,"-The RetAsphere™ Smart Release™ Carrier System protects pure Retinol in a lipid shell that melts evenly into the skin, minimizing irritation and dryness; its time-release technology helps diminish the look of fine lines and wrinkles.
-Seaweed Extract (with bio-derived Hyaluronic Acid): Locks in moisture for sustained hydration.

Water, Ethylhexyl Palmitate, Diethylhexyl Carbonate, Diisopropyl Dimer Dilinoleate, Stearyl Alcohol, Cetearyl Alcohol, Propanediol, Jojoba Esters, Glycerin, Glyceryl Stearate, Caprylic/Capric Triglyceride, PEG-40 Stearate,Tocopheryl Acetate, PPG-12/SMDI Copolymer, Butylene Glycol, Pentylene Glycol, Polyacrylate-13, Ceteareth-20, Retinol, Polyisobutene, Chondrus Crispus (Carrageenan) Extract, Polysorbate 20, Cyperus Esculentus Tuber Extract, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Prunus Armeniaca (Apricot) Fruit Extract, Cucumis Melo Cantalupensis Fruit Extract, Daucus Carota Sativa (Carrot) Root Extract, Mangifera Indica (Mango) Fruit Extract, Prunus Domestica Fruit Extract, Dioscorea Villosa (Wild Yam) Root Extract, Hydroxyphenyl Propamidobenzoic Acid, Cetyl Palmitate, Hydrolyzed Chondrus Crispus Extract, Ethylhexylglycerin, Triethanolamine, Ceramide 3, Sodium Hyaluronate, Phenoxyethanol, Linalool.",1,1,0,0,0,0,0,1,1,0,0,30.505049,-26.876804
256,Moisturizer_Combination,PERRICONE MD,High Potency Classics: Face Finishing & Firming Moisturizer,69,4.3,"-Alpha Lipoic Acid: Minimizes the appearance of fine lines, wrinkles, and enlarged pores, resurfacing skin and improving the appearance of skin's resilience, tone, and texture.
-DMAE: Firms the look of skin, addresses loss of elasticity, and improves the appearance of fine lines and wrinkles.
-Vitamin C Ester: Dramatically improves tone and texture, diminishes the appearance of fine lines and wrinkles, and imparts a vibrant and healthy glow.

Water, Ethylhexyl Palmitate, Glycerin, Aleurites Moluccana (Kukui Nut) Seed Oil, Cetearyl Alcohol, Polyacrylamide, Polysorbate 60, Glyceryl Stearate, PEG-100 Stearate, Dimethyl MEA (DMAE), C13-14 Isoparaffin, Citric Acid, PEG/PPG-18/18 Dimethicone, Dimethicone, Caprylyl Glycol, Phenoxyethanol, Tetrahexyldecyl Ascorbate (Vitamin C Ester), L-Tyrosine, Fragrance, Laureth-7, Hexylene Glycol, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Citronellol, Geraniol, Hydrolyzed Wheat Starch, Thioctic Acid (Alpha Lipoic Acid), Hydroxycitronellal, Butylphenyl Methylpropional, Benzyl Benzoate, Eugenol.",1,1,0,0,0,0,0,1,0,0,1,34.960022,67.14168
260,Moisturizer_Combination,JOSIE MARAN,Argan Infinity Cream Intensive Creamy Oil,28,4.5,"-100 Percent Pure Argan Oil: Nourishes and protects skin with essential fatty acids, antioxidants, and vitamin E.
-Aloe Vera: Calms and conditions skin.
-Jojoba Oil: Diminishes visible signs of aging.",1,1,0,0,0,0,0,1,0,0,1,-16.674402,10.800344
263,Moisturizer_Combination,DR. JART+,Water Drop Hydrating Moisturizer,36,4.1,-Hyaluronic Acid: Moisturizes.,1,1,0,0,0,0,0,1,1,0,1,9.991474,-15.164929
264,Moisturizer_Combination,HERBIVORE,Moon Fruit Superfruit Night Treatment,58,4.0,"-Prickly Pear, Goji Berry, and Red Raspberry: Provide antioxidant benefits.
-Fruit Enzymes/BHA’s and AHA’s: Provide exfoliating properties.
-Kokum and Shea Butter: Provide hydration and lock in moisture.
-Indigo Root: Provides skin soothing anti-inflammatory and anti-redness properties.

Organic Aloe Leaf Juice (Aloe Barbadensis), Red Raspberry Seed Oil (Rubus Idaeus), Organic Prickly Pear Oil (Opuntia Ficus-lndica), Kokum Butter (Garcinia Indica), Organic Shea Butter (Butyrospermum Parkii), Cetearyl Glucoside, Cetearyl Alcohol, Organic Alcohol, Glyceryl Stearate, Organic Rosehip Seed Oil (Rosa Canina), Hyaluronic Acid, Organic Lavender Flower (Lavandula Angustifolia) Essential Oil, Organic Sweet Orange Peel (Citrus Sinensis) Essential Oil, Organic Bilberry Fruit Extract (Vaccinium Myrtillus), Organic Sugar Cane Extract (Saccharum Officinarum), Organic Sugar Maple Extract (Acer Saccharinum), Organic Orange Peel Extract (Citrus Sinensis), Organic Lemon Peel Extract (Citrus Limon), Organic Cranberry Fruit Extract (Vaccinium Macrocarpon), Organic Papaya Fruit Extract (Carica Papaya), Organic Goji Berry Extract (Lycium Barbarum), Xanthan Gum, Indigo Powder (Baphicacanthus Cusia [Nees] Bremek), Ultramarine Blue, Manganese Violet.",1,1,0,0,0,0,0,1,1,0,1,-69.76021,16.91578
265,Moisturizer_Combination,LANCÔME,Visionnaire Advanced Multi-Correcting Cream,88,4.6,"Water, Glycerin, Dicaprylyl Ether, Cyclohexasiloxane, Butylene Glycol, Isopropyl Isostearate, Sodium Tetrahydrojasmonate, Dimethicone, Cetyl Alcohol, Dipropylene Glycol, Behenyl Alcohol, Silica, Arachidyl Alcohol, Secale Cereale Extract/Rye Seed Extract, Sodium Hydroxide, Sodium Hyaluronate, Stearic Acid, Phenoxyethanol, Stearyl Alcohol, Adenosine, Peg-10 Dimethicone, Peg-100 Stearate, Polysilicone-11, Palmitic Acid, Poloxamer 338, Ammonium Polyacryldimethyltauramide/Ammonium Polyacryloyldimethyl Taurate, Limonene, Pentylene Glycol, Linalool, Caprylyl Glycol, Carbomer, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Disodium Edta, Cetearyl Alcohol, Methyldihydrojasmonate, Cetearyl Glucoside, Citronellol, Fragrance.",1,1,0,0,0,0,0,1,1,0,1,40.834843,-51.932487
267,Moisturizer_Combination,CAUDALIE,Premier Cru Rich Cream,140,4.5,"-Resveratrol and Micro Ha Complex Peptides: Provides anti-wrinkle, firming action.
-Viniferine: Improves the look of dark spots for a radiant complexion.
-Grape Seed Polyphenols: Provide antioxidants and skin protection.
-Grape Seed Oil, Shea Butter, Plant Waxes (Jojoba, Mimosa, and Sunflower), and Vinolevure®: Strenghten.

Water, Coco-Caprylate/Caprate*, Butylene Glycol*, Glyceryl Stearate*, Cetearyl Alcohol*, Cetearyl Glucoside*, Hydrolyzed Yeast Protein, Niacinamide, Octyldodecyl Myristate*, Pentaerythrityl Distearate, Vitis Vinifera (Grape) Seed Oil, Butyrospermum Parkii (Shea) Butter Extract*, Jojoba Esters*, Potassium Cetyl Phosphate, Polyglycerin-3, Hydrolyzed Hyaluronic Acid*, Glycerin*, Palmitoyl Grapevine Shoot Extract*, Palmitoyl Grape Seed Extract*, Sodium Carboxymethyl Beta-Glucan, Acacia Decurrens Flower Wax*, Helianthus Annuus (Sunflower) Seed Oil*, Tocopherol*, Helianthus Annuus (Sunflower) Seed Wax*, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7*, Parfum (Fragrance), Ethylhexylglycerin, Caprylyl Glycol, Pentylene Glycol, Ethylhexyl Palmitate, Carbomer, Potassium Sorbate, Xanthan Gum, Tribehenin*, Sodium Phytate*, Sorbitan Isostearate*, Sodium Citrate, Arginine, Citric Acid*, Lactic Acid, Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Citronellol, Coumarin, Geraniol, Linalool. *Plant Origin.",1,1,0,0,0,0,0,1,1,0,1,-80.352974,-64.7834
268,Moisturizer_Combination,JACK BLACK,Clean Break™ Oil-Free Moisturizer,30,4.5,"Water, Cyclopentasiloxane, Octyldodecyl Neopentanoate, Niacinamide, Sodium Hyaluronate, Camellia Sinensis (White Tea) Extract*, Macrocystis Pyrifera (Sea Kelp) Extract*, Ocimum Basilicum (Basil) Extract*, Tocopheryl Acetate, Glycerin, Dimethicone, Glycereth-26, Cetearyl Glucoside, Carbomer, Hydroxypropyl Starch Phosphate, Hydroxyethyl Acrylate/Sodium Acryloyl Dimethyl Taurate Copolymer, Undecylenoyl Glycine, Disodium EDTA, Butylene Glycol, Capryloyl Glycine, Sodium Hydroxide, Phenoxyethanol. *Certified Organic.",1,0,0,0,0,0,0,1,1,0,1,39.55547,2.790104
269,Moisturizer_Combination,LANCÔME,Hydra Zen Anti-Stress Gel Moisturizer,48,4.6,"-Rosa Gallica Flower Extract
-Salicylic Acid

Water, Glycerin, Cyclohexasiloxane, Cetearyl Ethylhexanoate, Alcohol Denat., Ammonium Polyacryloyldimethyl Taurate, Ci 14700 / Red 4, T-Butyl Alcohol, Madecassoside, Phenoxyethanol, Paeonia Suffruticosa Root Extract, Eugenol, Triethanolamine, Chlorphenesin, Salicylic Acid, Dimethicone, Dimethiconol, Limonene, Xanthan Gum, Benzyl Alcohol, Isopropyl Myristate, Propylene Glycol, Alpha-Isomethyl Ionone, Sorbitol, Moringa Pterygosperma Seed Extract, Disodium Edta, Rosa Gallica Flower Extract, Disodium Phosphate, Butylene Glycol, Butylphenyl Methylpropional, Citric Acid, Fragrance.",1,1,0,0,0,0,0,1,1,0,1,55.50828,-46.16813
272,Moisturizer_Combination,FIRST AID BEAUTY,5 in 1 Face Cream SPF 30,40,3.9,"-Zinc Oxide (OTC): Filters harmful UV rays.
-Alpha Arbutin: Helps skin appear brighter with a more even skin tone.
-Homeostatine: Helps visibly firm and smooth the appearance of skin.
-Bisabolol: Helps soothe and calm skin.",1,1,0,0,0,0,0,1,1,0,1,-9.5987835,6.4044895
276,Moisturizer_Combination,HERBIVORE,Rose Hibiscus Coconut Water Hydrating Face Mist,32,4.1,"-Coconut Water: Hydrates for a healthy glow.
-Hibiscus Flower: Provides exfoliation and supports natural cellular turnover for a more even skin tone with malic and citric acid.
-Rose: Hydrates and reduces redness with antioxidants.
-Witch Hazel: Visibly tightens skin and reduces redness and discoloration.

Water, Aloe Barbadensis Leaf Water, Rosa Damascena Flower Water, Hamamelis Virginiana (Witch Hazel) Flower Water, Leuconostoc/Radish Root Ferment Filterate, Hibiscus Sabdariffa Flower Extract, Cocos Nucifera (Coconut) Water, Melia Azadirachta Flower Extract, Coccinia Indica Fruit Extract (Neer Sikkappu Red).",1,1,0,0,0,0,0,1,1,0,1,-24.469414,-6.6455655
277,Moisturizer_Combination,TATA HARPER,Retinoic Nutrient Face Oil,48,4.3,Visit the Tata Harper boutique,1,1,0,0,0,0,0,1,1,0,1,17.715858,-2.1506166
279,Moisturizer_Combination,CLINIQUE,Limited Edition Dramatically Different Moisturizing Lotion+™,39,0.0,"Water, Mineral Oil/Paraffinum Liquidum/Huile Minerale, Glycerin, Petrolatum, Stearic Acid, Glyceryl Stearate, Sesamum Indicum (Sesame) Oil, Urea, Lanolin Alcohol, Triethanolamine, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Helianthus Annuus (Sunflower) Seedcake, Propylene Glycol Dicaprate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Trisodium Edta, Phenoxyethanol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140), Red 33 (Ci 17200).",1,1,0,0,0,0,0,0,0,0,0,16.386631,-32.428894
280,Moisturizer_Combination,PHILOSOPHY,Hope In A Jar,39,4.0,Visit the philosophy boutique,1,1,0,0,0,0,0,1,1,0,1,0.097436786,-3.747885
282,Moisturizer_Combination,KIEHL'S SINCE 1851,Ultra Facial Cream SPF 30,29,4.2,"-Antarcticine® (a Glycoprotein): Can withstand extreme cold.
-Fountain Plant: Helps skin maintain its natural moisture reserves
-Squalane: Supports skin’s natural moisture balance to keep it soft and supple.
Avobenzone 3%, Homosalate 5%, Octisalate 5%, Octocrylene 7%: Sunscreens.

Water, Glycerin, Squalane, Dimethicone, Peg-100 Stearate, Glyceryl Stearate, Silica, Octyldodecanol, Stearic Acid, Phenoxyethanol, Palmitic Acid, Tocopherol, Dicaprylyl Carbonate, Steareth-100, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ophiopogon Japonicus Root Extract, Carbomer, Chlorphenesin, Capryloyl Salicylic Acid, Caprylyl Glycol, Xanthan Gum, Dimethicone/Vinyl Dimethicone Crosspolymer, Disodium Edta, Sodium Hydroxide, Citrus Aurantium Dulcis (Orange) Peel Oil, Limonene, Ectoin, Hydrolyzed Hyaluronic Acid, Myristic Acid, Mentha Piperita (Peppermint) Oil, Pseudoalteromonas Ferment Extract, Ethylhexylglycerin, Linalool, Salicylic Acid.",1,1,0,0,0,0,0,1,1,0,1,132.64505,1.1157987
283,Moisturizer_Combination,DIOR,Capture Youth Age-Delay Advanced Crème,95,3.9,Visit the Dior boutique,1,1,0,0,0,0,0,1,1,0,1,7.9058156,-2.2645986
286,Moisturizer_Combination,GLAMGLOW,DREAMDUO™ Overnight Transforming Treatment,59,4.2,"Water, Dimethicone, Isohexadecane, Glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Peg-10 Dimethicone, Propanediol, Petrolatum, Disteardimonium Hectorite, Tocopheryl Acetate, Sodium Hyaluronate, Tetrahexyldecyl Ascorbate, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Reticulata (Tangerine) Peel Extract, Cladosiphon Okamuranus Extract, Coffea Arabica (Coffee) Seed Extract, Cucumis Sativus (Cucumber) Fruit Extract, Garcinia Mangostana Peel Extract, Helianthus Annuus (Sunflower) Seedcake, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Lycium Chinense (Wolfberry) Fruit Extract, Punica Granatum (Pomegranate) Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Yeast Extract/Faex/Extrait De Levure, Caesalpinia Spinosa Gum, Caffeine, Propylene Glycol Dicaprate, Ergothioneine, Sorbitol, Trehalose, Menthoxypropanediol, Dextrin, Triethoxycaprylylsilane, Polyethylene, Polysilicone-11, Glucosamine Hcl, Isododecane, Peg-6, Peg-32, Propylene Carbonate, Caprylyl Glycol, Hexylene Glycol, Citric Acid, Ethylhexyl Hydroxystearate, Fragrance, Citral, Limonene, Linalool, Bht, Disodium Edta, Sodium Citrate, Phenoxyethanol, Bismuth Oxychloride (Ci 77163), Iron Oxides (Ci 77499) Rds Product Name",1,1,0,0,0,0,0,1,1,0,0,42.00984,-21.715391
287,Moisturizer_Combination,ALGENIST,POWER Recharging Night Pressed Serum,95,4.4,"-Alguronic Acid: Reduces the appearance of fine lines and wrinkles, as well as brightens the overall appearance of the skin.
-Algaprotein: Visibly improves skin's firmness and elasticity while improving the appearance of skin's overall texture and suppleness.
-Coconut Water: Highly concentrated water packed with essential amino acids, antioxidants, and phytonutrients.
-Ribose: Helps improve skin firmness, smoothness, and suppleness, making skin appear revitalized and less dull.

Cocos Nucifera (Coconut) Water, Water (Aqua, Eau), Dimethicone, Glycerin, Methyl Trimethicone, Butylene Glycol, Ceresin, Cyclopentasiloxane, Ozokerite, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides, Algin, Hydrolyzed F-Fucoidan, Tripleurospermum Maritimum Extract, Camellia Sinensis Leaf Extract, Palmitoyl Hexapeptide-52, Passiflora Incarnata Extract, Ribose, Collagen, Bidens Pilosa Extract, Linum Usitatissimum (Linseed) Seed Oil, Adenosine, Elaeis Guineensis (Palm) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Tocopherol, Biosaccharide Gum-4, Alpha-Glucan Oligosaccharide, BHT, Citric Acid, Leuconostoc/Radish Root Ferment Filtrate, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone/PEG-10/15 Crosspolymer, Dipropylene Glycol, Sodium Chloride, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Propanediol, Sodium Citrate, Caprylyl Glycol, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Benzyl Alcohol, Dehydroacetic Acid, Phenoxyethanol, Fragrance (Parfum), Butylphenyl Methylpropional, Hexyl Cinnamal.",1,1,0,0,0,0,0,1,1,0,1,-53.49129,54.6123
