level_0,index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily,X,Y
247,250,moisturizers_Oily,MOROCCANOIL,Shimmering Body Oil,['48'],"-Argan Oil: Helps to hydrate and nurture the skin to help improve its texture and tone.
-Sesame Oil: Helps build skin’s natural defenses and restore moisture.

Caprylic/ Capric Triglyceride, Sesamum Indicum (Sesame) Seed Oil, Argania Spinosa (Argan) Kernel Oil, Parfum/Fragrance, Trihydroxystearin, Mica, CI 77491 (Iron Oxides), Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Linalool, Eugenol, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.
Disclaimer: Ingredients listed may vary slightly from products received. Before use, refer to packaging for most up-to-date ingredient information and any warnings or instructions.",0,0,0,1,-47.414642,5.252476
250,253,moisturizers_Oily,JOSIE MARAN,Skin Dope 100mg CBD Body Butter,['58'],"-Pure Argan Oil: Nourishes and protects skin with essential fatty acids, antioxidants, and vitamin E.
-CBD-rich Cannabis Sativa Hemp Extract: Soothes and relieves tired-looking skin for optimal balance and wellness.
-Red Clover Flower Extract: Helps visibly reduce the look of pores over time by rebalancing skin conditions responsible for pore enlargement.

Water/Aqua/Eau**, Isopropyl Palmitate**, Caprylic/Capric Triglyceride**, Glyceryl Stearate**, Cetearyl Alcohol**, Cocos Nucifera (Coconut) Oil**, Cocoglycerides**, Glycerin**, Lauryl Laurate**, Pyrus Malus (Apple) Fruit Extract**, Helianthus Annuus (Sunflower) Seed Oil**, Myristyl Myristate**, Propylheptyl Caprylate, Bentonite**, Argania Spinosa (Argan) Kernel Oil*, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de carnauba**, Theobroma Cacao (Cocoa) Seed Butter**, Butyrospermum Parkii (Shea) Butter**, Behenyl Alcohol**, Fragrance (Parfum)**, Phenoxyethanol, Sodium Stearoyl Glutamate**, Lecithin**, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Citric Acid, Xanthan Gum, Lonicera Japonica (Honeysuckle) Flower Extract**, Cannabis Sativa (Hempseed) Seed Oil*, Lonicera Caprifolium (Honeysuckle) Flower Extract**, Argania Spinosa (Argan) Kernel Oil*, Polyglyceryl-3 Diisostearate**, Macadamia Ternifolia Seed Oil**, Tocopherol, Sodium Phytate, Mangifera Indica (Mango) Seed Butter**, Olea Europaea (Olive) Fruit Oil**, Persea Gratissima (Avocado) Oil**, Simmondsia Chinensis (Jojoba) Seed Oil**, Vitis Vinifera (Grape) Seed Oil**, Panthenol, Aloe Barbadensis Leaf Juice**, Yellow 5 (CI 19140), Yellow 6 (CI 15985), Coumarin, Limonene. *Organic. **Natural-derived.


Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,69.08928,-37.00866
255,258,moisturizers_Oily,MARC JACOBS BEAUTY,Glow Away Bronzing Coconut Body Stick,['39'],"-Five Forms of Coconut: Help nurture skin by providing a rich source of nutrients and vitamins.

Aqua/Water/Eau, Polymethylsilsesquioxane, Mica, Silica, Paraffin, Diisostearyl Malate, Ethylhexyl Stearate, Triethylhexanoin, Hydrogenated Polyisobutene, Hdi/Trimethylol Hexyllactone Crosspolymer, Coconut Alkanes, C9-12 Alkane, Polyethylene, Octyldodecyl Stearoyl Stearate, Polymethyl Methacrylate, Sorbitan Isostearate, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, 1,2-Hexanediol, Cocos Nucifera (Coconut) Oil, Phenoxyethanol, Parfum/Fragrance, Coco-Caprylate/Caprate, Lauroyl Lysine, Stearalkonium Hectorite, Ethylhexylglycerin, Glycerin, Cocos Nucifera (Coconut) Water, Cocos Nucifera (Coconut) Fruit Juice, Cocos Nucifera (Coconut) Fruit Extract, Tocopheryl Acetate, Camellia Sinensis Leaf Extract, Butylene Glycol, Sodium Benzoate, Tocopherol, Bht, Potassium Sorbate, Linalool, Coumarin, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",0,0,0,1,-66.64886,32.781178
263,267,moisturizers_Oily,COOLA,Sunless Tan Dry Body Oil Mist,['46'],"Water, Propanediol, Dihydroxyacetone, *Alcohol Denat., *Glycerin, *Aloe Barbadensis Leaf Powder, Hamamelis Virginiana (Witch Hazel) Water, *Hibiscus Sabdariffa Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, *Argania Spinosa Kernel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Ascorbyl Palmitate, Heptyl Undecylenate, Caprylic/Capric Glycerides Polyglycerin-10 Esters, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Polyglyceryl-4 Caprate, Polyglyceryl-3 Cocoate, Alcohol, Caramel, Flavor, Gluconolactone, Potassium Sorbate, Sodium Benzoate. *Certified Organic.",1,1,1,1,-60.761333,19.974955
268,272,moisturizers_Oily,SKINFIX,Eczema+ Targeted Body Balm,['24'],"-Colloidal Oatmeal (2%): Temporarily protects and helps relieve minor skin irritations and itching due to eczema, rash, and dermatitis.
-Sweet Almond Oil (7%): Nourishes dry skin and relieves itching.
-Zinc Oxide (15%): Helps lock moisture in and keeps irritants out.

Allantoin, Beeswax, Butyrospermum Parkii (Shea) Butter, Glycine Soja (Soybean) Oil, Paraffin, Petrolatum, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Zinc Oxide.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,51.176575,-6.2735524
270,274,moisturizers_Oily,SKINFIX,Remedy+ 911 Ointment,['24'],"-.5% Allantoin: Helps promote optimal healing of minor cuts, scrapes, and burns and temporarily protects chapped or cracked skin.
-4% Cupuaçu Butter: Helps to deeply moisturize for lasting hydration.

Active Ingredients: Allantoin 0.5%,Inactive Ingredients: Petrolatum, Helianthus Annuus (Sunflower) Seed Oil, Beeswax, Butyrospermum Parkii (Shea) Butter, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Aloe Barbadensis Leaf Extract, Rosa Canina Fruit Oil, Cocos Nucifera (Coconut) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Bisabolol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,49.137554,-14.24695
273,277,moisturizers_Oily,BEAUTYBIO,The Radiance Nourishing Body Oil with Jojoba + Apricot + Olive Oil,['60'],"-Jojoba Oil: Protects and nourishes skin with vitamins E and B and the minerals copper and zinc; helps to prevent dandruff.
-Apricot Oil: Hydrates dry skin and balances out the look of uneven skin tone also helps reduce follicle dryness using vitamins C and A and the oleic acid in apricot oil.
-Olive Oil: Locks in moisture resulting in hydrated skin and hair.

Caprylic/Capric Triglyceride, Rose Canina Fruit Oil, Shea Butter Ethyl Esters, Prunus Armeniaca (Apricot) Kernel Oil, Olea Europaea (Olive) Fruit Oil, Helianthus Annuus (Sunflower) Seed Oil, Hordeum Distichon (Barley) Extract, Tocopherol, Quartz Powder, Camelina Sativa Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Phellodendron Amurense Bark Extract, Santalum Album (Sandalwood) Extract, Fragrance, Water, Glycerin, Xanthan Gum.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,42.61902,-27.74193
277,281,moisturizers_Oily,HERBIVORE,Citrine Glowing Hydration Body Oil,['44'],"-Rosehip Oil: Deeply moisturizes and is high in antioxidant omegas 3, 6, and 9, and trans-retinoic acid which aids in preventing the appearance of premature aging.
-Meadowfoam Oil: Forms a natural protective barrier to keep moisture and vitamins in the skin.

Jojoba Oil, Meadowfoam Oil, Rosehip Oil, Apricot Seed Oil, Capric Triglyceride, Neroli Oil, Orange Blossom Oil, Rose Absolute, Vitamin E Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,32.885906,-8.412032
278,282,moisturizers_Oily,ALGENIST,GENIUS Liquid Collagen Body Mylk,['60'],"-Alguronic Acid: Provides anti-aging and anti-wrinkle benefits.
-Active Vegan Collagen: Helps to strengthen and condition the skin to visibly improve resiliency and bounce.
-Lactic Acid: Revitalizes skin and evens skin tone.

Water (Aqua, Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Niacinamide, Butyrospermum Parkii Butter, Persea Gratissima Oil, Collagen, Simmondsia Chinensis Oil, Stearic Acid, Xylitol, Silica, Lactic Acid, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Collagen Amino Acids, Benzyl Alcohol, Hydrogenated Lecithin, Squalene, Limnanthes Alba Seed Oil, Xanthan Gum, Aloe Barbadensis Leaf Juice, Sodium Benzoate, Potassium Sorbate, Parfum, Tromethamine, Sodium Polyacrylate, Phenoxyethanol, Hydrogenated Starch Hydrolysate, Tocopheryl Acetate, BHT, Coumarin, Leuconostoc/Radish Root Ferment Filtrate, Aphanizomenon Flos-Aquae Extract.",0,0,0,1,-71.02682,-26.06746
290,294,moisturizers_Oily,INDIE LEE,I-Recover Mind & Body Gel,['48'],"Water, Triheptanoin, Propanediol, Menthol, Glyceryl Stearate-SE, Sodium Stearoyl Glutamate, Brassica Alcohol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Eucalyptus Globulus Leaf Oil, Lavandula Hybrida Oil, Pogostemon Cablin Oil, Salvia Officinalis (Sage) Leaf, Sclerotium Gum, Xanthan Gum, Lysolecithin, Pullulan, Piper Nigrum Fruit, Helianthus Annuus (Sunflower) Seed Oil, Arnica Montana Flower Extract, Citric Acid, Pentylene Glycol (Natural), Phenethyl Alcohol (Natural).

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,61.868294,-4.809312
291,295,moisturizers_Oily,LORD JONES,Lord Jones x Tamara Mellon High CBD Formula Stiletto Cream,['70'],"-Broad-spectrum CBD: A restorative, soothing adaptogen for all day, every day.
-Mild Fruit AHAs: Gentle yet effective acids remove buildup of dead skin cells for smooth, soft skin.
-Shea Butter: Naturally moisturizes and nourishes skin.

Water, Butyrospermum Parkii (Shea) Butter, Glycerin, Dimethicone, Hydrogenated Rapeseed Oil, Undecane, Behenyl Alcohol, Coco-Caprylate, Propanediol, Theobroma Cacao (Cocoa) Seed Butter, Cetyl Alcohol, Caprylyl Caprylate/Caprate, Saccharide Isomerate, Niacinamide PC, Aluminum Starch Octenylsuccinate, Polymethylsilsesquioxane, Olea Europaea (Olive) Fruit Oil, HDI/Trimethylol Hexyllactone Crosspolymer, Polysilicone-11, Tridecane, Broad Spectrum Hemp-Derived CBD Oil, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Extract, Sodium Stearoyl Glutamate, Xanthan Gum, Sodium Phytate, Pullulan, Carbomer, Sclerotium Gum, Lysolecithin, Tocopherol, Menthoxypropanediol, Natural Fragrance, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Phenoxyethanol, Ethylhexylglycerin, Sodium Hydroxide.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).

CBD at Sephora Standards Suppliers of CBD and other cannabinoid products sold at Sephora must meet the following standards:
1. Domestically grown hemp from the cannabis sativa plant with less than 0.3% THC which is non-psychoactive.
2. Full-spectrum CBD* or broad-spectrum CBD*. No CBD isolate*.
3. Triple-tested product for potency and contaminants*
4. Publicly available Certificate of Analysis (COA) of the final formula from the manufacturer.
5. Compliant with Clean at Sephora standards.

Fine print:
-Full-spectrum CBD: Contains CBD plus other compounds from the hemp plant. Less than 0.3% THC in the finished product which is non-psychoactive. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-Broad-spectrum CBD: Contains CBD plus other compounds from the hemp plant. THC is removed. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-CBD Isolate: A refined powder that has been stripped down to contain virtually pure CBD. No other compounds of the hemp plant are included.
-Testing: Every batch is tested three times. Testing is done on the raw hemp, the cannabinoid extract, and the final formula when manufactured. Testing confirms the product has no less CBD (in mg) than claimed on the label. Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials.",0,0,0,1,48.132008,22.108887
