level_0,index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily,X,Y
344,348,SPF_Combination,TAN-LUXE,THE BODY Illuminating Self-Tan Drops,['59'],"-Raspberry Seed Oil: Moisturizes and conditions.
-Aloe Vera: Soothes and moisturizes.
-Cellutone Complex: Gives skin a firmer look.

Water, Dihydroxyacetone, Alcohol Denat, (SD Alcohol 40-B), Glycerin, Rubus Idaeus (Raspberry) Seed Oil, Hydrolyzed Silk, Aloe Barbadensis (Aloe) Leaf Juice, Polysorbate 80, Erythrulose, Caramel, Xanthan Gum, Fragrance, Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Lecithin, Caffeine, Tocopheryl Acetate (Vitmain E Acetate), Palmitoyl Carnitine, Sodium Hydroxide, Benzoic Acid, Phenoxyethanol, Dehydroacetic Acid.",1,1,1,1,61.3371,-2.8784676
345,349,SPF_Combination,DR. JART+,Premium Beauty Balm SPF 45,['39'],"Water, Cyclopentasiloxane, Titanium Dioxide, Ethylhexyl Methoxycinnamate (aka Octinoxate), Cyclohexasiloxane, Zinc Oxide, Glycerin, Ethylhexyl Salicylate (aka Octisalate), PEG-10 Dimethicone, Talc, C12-15 Alkyl Benzoate, Niacinamide, Diphenylsiloxy Phenyl Trimethicone, Dipropylene Glycol, Hexyl Laurate, Disteardimonium Hectorite, Magnesium Sulfate, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone, Triethoxycaprylylsilane, Iron Oxides (CI 77492), Phenoxyethanol, Iron Oxides (CI 77491), Iron Oxides (CI 77499), Methicone, Polyglyceryl-6 Polyricinoleate, Ethylhexylglycerin, Trihydroxystearin, Adenosine, Citrus Aurantium Dulcis (Orange) Peel Oil, Pinus Sylvestris Leaf Oil, Citrus Aurantifolia (Lime) Oil, BHT, Eucalyptus Globulus Leaf Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Allantoin, 1,2-Hexanediol, Palmitoyl Tripeptide-5, Platinum Powder, Palmitoyl Tripeptide-12, Polysorbate 80.",1,0,0,0,27.210642,74.878395
350,354,SPF_Combination,SHISEIDO,Clear Stick UV Protector WetForce Broad Spectrum Sunscreen SPF 50+,['28'],"-Soy Lecithin: Is known to help minimize the appearance wrinkles.
-Oil-Soluble Licorice Extract: Known to help prevent the appearance of dark spots.
-Avobenzone 2.5%, Homosalate 10.0%, Octinoxate 4.9%, Octisalate 5.0%, Octocrylene 5.0%, Oxybenzone 3.0%: Sunscreens.

Diphenylsiloxy Phenyl Trimethicone, Triethylhexanoin, Mineral Oil, Hydroxystearic Acid, Dibutyl Lauroyl Glutamide, Polyamide-8, Peg/Ppg-14/7 Dimethyl Ether, Lecithin, Glycyrrhiza Glabra (Licorice) Root Extract, Ppg-17, Silica Dimethyl Silylate, BHT, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Fragrance.",1,1,1,1,33.49218,-37.648853
356,360,SPF_Combination,ST. TROPEZ,Self Tan Purity Bronzing Water Face Mist,['30'],"Water, Dihydroxyacetone, PPG-5-Ceteth-20, Propylene Glycol, Glycerin, Ethoxydiglycol, Coco-Glucoside, Caramel, Phenoxyethanol, Parfum, Sodium Metabisulfite, Hydrolyzed Jojoba Esters, Hydroxyethylcellulose, Tocopherol, Decylene Glycol, Caprylyl Glycol, d-limonene, Anisyl Alcohol, Sodium Hydroxide, Linalool, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Citronellol, Hydroxycitronellal, Alpha-isomethyl Ionone, Coumarin.",1,1,1,1,33.068245,31.225132
361,365,SPF_Combination,SUPERGOOP!,Invincible Setting Powder SPF 45,['30'],"-100 Percent Mineral Zinc Oxide Formula: Delivers broad-spectrum UV protection.
-Ceramides and Olive Glycerides: Help seal in moisture.
-Coated Silica: Diffuses light and diminishes the appearance of pores, creating a soft focus finish.
-Zinc Oxide 24.5%

Calcium Aluminum Borosilicate, Silica, Polymethyl Methacrylate, Ethylhexylglycerin, Triethoxycaprylysilane, Nylon-6/12, Sodium Dehydroacetate, Olive Glycerides, Ascorbyl Palmitate, Ceramide 3. May Contain +/- Iron Oxides (CI 77492, 77491, 77499), Titanium Dioxide (CI 77891).

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-84.74402,54.70656
362,366,SPF_Combination,TAN-LUXE,THE GRADUAL Illuminating Gradual Tan Lotion,['33'],"-Raspberry Seed Oil: Moisturizes and conditions.
-Aloe Vera: Soothes and moisturizes.
-Cellutone Complex: Gives the look of firmer skin.

Water, Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Propylene Glycol, Dihydroxyacetone, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Dimethicone, Erythrulose, Tocopheryl Acetate (Vitamin E Acetate), Aloe Barbedensis (Aloe) Leaf Juice, Rubus Idaeus (Raspberry) Seed Oil, Melanin, Xanthan Gum, Benzophenone-3, Benzophenone-4, Hydrolyzed Silk, Lecithin, Caffeine, Palmitoyal Carnitine, Fragrance, Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Tetrasodium EDTA, Glycerin, Caramel, Benzoic Acid, Phenoxyethanol, Dehydroacetic Acid.",1,1,1,1,66.87347,-28.103165
363,367,SPF_Combination,MURAD,City Skin Age Defense Broad Spectrum SPF 50 PA++++,['68'],"-Titanium Dioxide 2.7%
-Zinc Oxide 10%

Water, Cyclopentasiloxane, Dimethicone, Glycerin, C12-15 Alkyl Benzoate, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polyurethane-35, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polymethylsilsesquioxane, Avena Sativa (Oat) Kernel Extract, Xanthophyll, Retinyl Palmitate, Ascorbic Acid, Bisabolol, Hydrolyzed Jojoba Esters, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Biosaccharide Gum-4, Hydroxyphenyl Propamidobenzoic Acid, Silica, Tapioca Starch, Sucrose, Pentylene Glycol, Butylene Glycol, Stearic Acid, Dimethicone/PEG-10/15 Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG-8 Dimethicone, Octyldodecanol, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Aluminum Hydroxide, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Phenoxyethanol, Ethylhexylglycerin, Iron Oxides (CI 77491).",1,1,1,0,7.8032045,50.05199
368,372,SPF_Combination,AMOREPACIFIC,Color Control Cushion Compact Broad Spectrum SPF 50+,['60'],"-Ethylhexyl Methoxycinnamate: 7%
-Titanium Dioxide: 4.15%
-Zinc Oxide: 9.8%

Phyllostachis Bambusoides Juice, Cyclopentasiloxane, Cyclohexasiloxane, Peg-10 Dimethicone, Phenyl Trimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Alcohol, Arbutin, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer, Polyhydroxystearic Acid, Sodium Chloride, Polymethyl Methacrylate, Aluminium Hydroxide, Stearic Acid, Disteardimonium Hectorite, Triethoxycaprylylsilane, Ethylhexyl Palmitate, Lecithin, Isostearic Acid, Isopropyl Palmitate, Phenoxyethanol, Polyglyceryl-3 Polyricinoleate, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Dimethicone, Disodium Edta, Trimethylsiloxysilicate, Ethylhexyglycerin, Dimethicone/Vinyl Dimethicone Crosspolymer, Water, Silica, Camellia Japonica Seed Oil, Camillia Sinensis Leaf Extract, Caprylyl Glycol, 1,2-Hexanediol, Fragrance, Titanium Dioxide, Iron Oxides (Ci 77492, Ci 77491, Ci77499).",1,1,1,1,53.097694,-57.36584
369,373,SPF_Combination,JOSIE MARAN,Argan Daily Moisturizer SPF 47,['34'],"-Zinc Oxide 9.4%** and Titanium Dioxide 5.9%*: Provide sunscreen protection.
-100 Percent Pure Argan Oil: Hydrates and moisturizes skin with antioxidants and vitamin E.
-SunBoost ATB™: Supports sun protection while conditioning and nourishing the skin.
-Jojoba: Smooths and softens.
-Green Tea: Nourishes for youthful-, radiant-looking skin

Water**, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride**, Aloe Barbadensis Leaf Juice*, Polyglyceryl-6 Polyricinoleate**, Cyclopentasiloxane, Polysilicone-11, Argania Spinosa (Argan) Kernel Oil**, Glycerin**, Cera Alba (Beeswax)*, Coco-Caprylate/Caprate, Phenoxyethanol, Polyhydroxystearic Acid, Methicone, Alumina, Tocopheryl Acetate, Sodium Chloride**, Triethoxycaprylylsilane, Polyglyceryl-10 Laurate, Fragrance**, Bisabolol, Dimethicone, Simmondsia Chinensis (Jojoba) Seed Oil*, Laureth-12, Ethylhexylglycerin, Camellia Sinensis (Green Tea) Leaf Extract*, Citric Acid**, Potassium Sorbate**, Sodium Benzoate**.

**Natural.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-79.105896,32.26128
375,379,SPF_Combination,MURAD,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,['65'],"-Avobenzone 3%
-Homosalate 6.5%
-Octinoxate 7.5%
-Octisalate 5%
-Oxybenzone 2%

Water, Butylene Glycol, Stearic Acid, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate, Dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Pelvetia Canaliculata Extract, Ectoin, Ginkgo Biloba Leaf Extract, Grape Seed Extract, Passiflora Incarnata Extract, Tetrahexyldecyl Ascorbate, Sodium PCA, Panthenol, Tripleurospermum Maritimum Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene*, Linalool *, Fragrance, Yellow 6 (CI 15985), Red 33 (CI 17200). *Allergen.",1,1,1,1,-15.479888,-76.66616
384,388,SPF_Combination,MDSOLARSCIENCES,Mineral Crème Broad Spectrum SPF 50 UVA-UVB Sunscreen,['30'],"-Titanium Dioxide 2% and Zinc Oxide 17%: Sunscreen.

Dimethicone, Dimethicone Crosspolymer, Caprylic/Capric Triglyceride, Glyceryl Isostearate, Polyhydroxystearic Acid, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Butyloctyl Salicylate, Polysilicone-15, Iron Oxides, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Tetrahexyldecyl Ascorbate, Camellia Sinensis (Green Tea) Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Punica Granatum (Pomegranate) Extract.",1,1,1,0,-18.613634,-3.7321024
386,390,SPF_Combination,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,['62'],"Avobenzone 3.0%, Homosalate 5.0%, Octisalate 4.5%, Octocrylene 2.8%Water, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Butylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Glycerin, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Caprylyl Glycol, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Citric Acid, Potassium Sorbate, Disodium Edta, Phenoxyethanol, Mica * Essential Oil
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,0,-146.9908,56.449463
387,391,SPF_Combination,COOLA,Classic Body Organic Sunscreen Spray SPF 50 Fragrance-Free,['25'],"-Avobenzone 3%, Octocrylene 10%, and Octisalate 5%: Sunscreen.

Alcohol (Organic), Algae (Organic) Extract, Aloe Barbadensis (Organic) Leaf Extract, Butyloctyl Salicylate, Cucumis Sativus (Organic Cucumber) Fruit Extract, Fragaria Vesca (Organic Strawberry) Fruit Extract, Glycerin (Organic), Va/Butyl Maleate/Isobornyl Acrylate Copolymer, Water.",1,1,1,1,11.890531,-31.003023
392,396,SPF_Combination,TAN-LUXE,THE BUTTER Illuminating Tanning Butter,['36'],"-Cocoa Butter, Shea Butter, and Coconut Oil: Deliver moisture.
-Raspberry Seed Oil - moisturises and conditions.

Water, Dihydroxyacetone, Ethylhexyl Stearate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glycerin, Isopropyl Palmitate, Polysorbate 60, Avena Sativa (Oat) Kernel Oil, Coco-Caprylate/Caprate, Rubus Idaeus (Raspberry) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Dimethicone, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate, Cetyl Alcohol, PEG-100 Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Synthetic Fluorphlogopite, Phenoxyethanol, Parfum (Fragrance), Butyrospermum Parkii (Shea) Butter, Benzoic Acid, Tocopheryl Acetate, Xantham Gum, Dehydroacetic Acid, Disodium EDTA, Sorbitan Isostearate, Limonene, Geraniol, Hexyl Cinnamal, Tin Oxide, Alpha-Isomethyl Ionone, Benzyl Salicylate, Butylphenyl Methylpropional, Caramel, Citric Acid, CI 77891 (Titanium Dioxide).",1,1,1,1,-17.463139,61.9707
395,399,SPF_Combination,DIOR,Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,['82'],"-Moisturizing Agent: Plumps the skin.
-Biomimetic Mica and Soft-Focus Optical Effect Powders: Blur imperfections.
-Boosted Longoza: Restores density and radiance.
-Opilia: Reduces the appearance of pores and imperfections.",1,1,1,1,16.959055,3.341167
396,400,SPF_Combination,CLINIQUE,Pep-Start Daily UV Protector Broad Spectrum SPF 50,['19'],"Titanium Dioxide 6.3% , Zinc Oxide 4.0%Water , Dimethicone , Butyloctyl Salicylate , Polydiethylsiloxane , C12-15 Alkyl Benzoate , Isononyl Isononanoate , Diethylhexyl Succinate , Neopentyl Glycol Diheptanoate , Methyl Trimethicone , Butylene Glycol , Ethylhexyl Methoxycrylene , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Silica , Laureth-4 , Cetyl Peg/Ppg-10/1 Dimethicone , Dipentaerythrityl Tri-Polyhydroxystearate , Hydrolyzed Wheat Protein/Pvp Crosspolymer , Caprylyl Glycol , Dimethicone Silylate , Dimethicone/Peg-10/15 Crosspolymer , Isostearic Acid , Dimethicone Crosspolymer-3 , Polyhydroxystearic Acid , Triethoxycaprylylsilane , Dipropylene Glycol , Phenoxyethanol , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492)",1,1,1,1,-52.218082,-45.823887
397,401,SPF_Combination,COOLA,ER+ Radical Recovery After-Sun Lotion,['32'],"Water, Helianthus Annuus (Sunflower) Seed Oil*, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Cetearyl Alcohol, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Glucoside, Saccharomyces/Agave Americana Leaf Ferment Filtrate*, Cetyl Palmitate, Lavandula Angustifolia (Lavender) Flower Oil*, Citrus Sinensis (Sweet Orange) Peel Oil, Citrus Reticulata (Mandarin Red) Peel Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Cedrus Atlantica (Cedar) Wood Oil, Xanthan Gum, Rosmarinus Officinalis (Rosemary) Leaf Extract*, Dehydroacetic Acid, Benzyl Alcohol. *Certified Organic.",1,1,1,1,-2.0358984,-48.40698
411,415,SPF_Combination,ESTÉE LAUDER,"DayWear Advanced Multi-Protection Anti-Oxidant Creme, Normal/Combination",['54'],"Octisalate 5.00% , Avobenzone 3.00% , Homosalate 2.00%Ingredients: Water\Aqua\Eau , Butyloctyl Salicylate , Polyester-8 , Petrolatum , Butylene Glycol , Cetyl Ricinoleate , Octyldodecyl Myristate , Steareth-21 , Steareth-2 , Caprylic/Capric/Myristic/Stearic Triglyceride , Di-C12-15 Alkyl Fumarate , Dimethicone , Psidium Guajava (Guava) Fruit Extract , Gentiana Lutea (Gentian) Root Extract , Polygonum Cuspidatum Root Extract , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Laminaria Ochroleuca Extract , Triticum Vulgare (Wheat) Germ Extract , Fumaria Officinalis Flower/Leaf/Stem Extract , Citrus Medica Limonum (Lemon) Fruit Extract , Hydrolyzed Rice Bran Extract , Hydrolyzed Rice Extract , Artemia Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Vitis Vinifera (Grape) Seed Extract , Stearyl Alcohol , Butyrospermum Parkii (Shea Butter) , Thermus Thermophillus Ferment , Sorbitan Olivate , Caffeine , Pentylene Glycol , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Behenyl Alcohol , Pantethine , Triacontanyl Pvp , Acrylic Acid/Vp Crosspolymer , Ethylhexylglycerin , Glycerin , Linoleic Acid , Polyquaternium-51 , Cholesterol , Cetearyl Olivate , Squalane , Sodium Pca , Urea , Caprylic/Capric Triglyceride , Tocopheryl Acetate , Tetrahexyldecyl Ascorbate , Citric Acid , Sodium Hyaluronate , Ergothioneine , Glycyrrhetinic Acid , Trehalose , Lecithin , Hydrogenated Lecithin , Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer , Cyclodextrin , Nordihydroguaiaretic Acid , Ascorbyl Tocopheryl Maleate , Sodium Hydroxide , Fragrance (Parfum) , Fumaric Acid , Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate , Ethylbisiminomethylguaiacol Manganese Chloride , Disodium Edta , Bht , Phenoxyethanol , Benzyl Salicylate , Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde , Butylphenyl Methylpropional , Linalool , Mica , Yellow 5 (Ci 19140) , Blue 1 (Ci 42090) , Chromium Hydroxide Green (Ci 77289).",1,0,0,0,87.65161,-80.79541
417,421,SPF_Combination,MURAD,Invisiblur™ Perfecting Shield Broad Spectrum SPF 30 PA+++,['65'],"Skincare is Healthcare
As a dermatologist and pharmacist, Dr. Murad saw his patients transform because of his industry-first products and whole-person wellness programs. Today, we continue to innovate clinically proven, cruelty-free formulas so our products, like your skin, just keep getting better.",1,1,1,1,-2.8077126,7.995399
