index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily,X,Y,dist
404,SPF_Oily,TAN-LUXE,THE BUTTER Illuminating Tanning Butter,['36'],"-Cocoa Butter, Shea Butter, and Coconut Oil: Deliver moisture.
-Raspberry Seed Oil - moisturises and conditions.

Water, Dihydroxyacetone, Ethylhexyl Stearate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glycerin, Isopropyl Palmitate, Polysorbate 60, Avena Sativa (Oat) Kernel Oil, Coco-Caprylate/Caprate, Rubus Idaeus (Raspberry) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Dimethicone, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate, Cetyl Alcohol, PEG-100 Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Synthetic Fluorphlogopite, Phenoxyethanol, Parfum (Fragrance), Butyrospermum Parkii (Shea) Butter, Benzoic Acid, Tocopheryl Acetate, Xantham Gum, Dehydroacetic Acid, Disodium EDTA, Sorbitan Isostearate, Limonene, Geraniol, Hexyl Cinnamal, Tin Oxide, Alpha-Isomethyl Ionone, Benzyl Salicylate, Butylphenyl Methylpropional, Caramel, Citric Acid, CI 77891 (Titanium Dioxide).",1,1,1,1,304.40942,-101.78126999999999,225.5359344884713
449,SPF_Oily,KATE SOMERVILLE,UncompliKated SPF 50 Soft Focus Makeup Setting Spray,['38'],"-Avobenzone 3%, Homosalate 10%, Octisalate 10%, Octocrylene 10%, and Oxybenzone 5%: Provide sunscreen protection.

Alcohol Denat., Isobutane, Propane, Isododecane, Ethylhexyl Methoxycrylene, PVP, Methyl Dihydroabietate, Hydrolyzed Hyaluronic Acid, Rhodiola Rosea Root Extract, Water, Lavandula Angustifolia (Lavender) Oil, Silica Silylate, Pentylene Glycol.",1,1,1,1,41.628659999999996,161.00632,225.53973553351878
400,SPF_Oily,COOLA,Classic Body Organic Sunscreen Spray SPF 50 Fragrance-Free,['25'],"-Avobenzone 3%, Octocrylene 10%, and Octisalate 5%: Sunscreen.

Alcohol (Organic), Algae (Organic) Extract, Aloe Barbadensis (Organic) Leaf Extract, Butyloctyl Salicylate, Cucumis Sativus (Organic Cucumber) Fruit Extract, Fragaria Vesca (Organic Strawberry) Fruit Extract, Glycerin (Organic), Va/Butyl Maleate/Isobornyl Acrylate Copolymer, Water.",1,1,1,1,121.17658,104.152885,237.83449867222126
444,SPF_Oily,ST. TROPEZ,Self Tan Extra Dark Bronzing Mousse,['45'],"-Dihydroxyacetone

Water, Dihydroxyacetone, Caramel, Ethoxydiglycol, Glycerin, PPG-5-Ceteth-20, Propylene Glycol, Coco-Glucoside, Dimethyl Isosorbide, Phenoxyethanol, Melanin, Fragrance, Hydrolyzed Jojoba Esters, Sodium Metabisulfite, Hydroxyethylcellulose, Citric Acid, Tocopherol, Linalool, Benzyl Salicylate, Caprylyl Glycol, Decylene Glycol, Hexyl Cinnamal, Butylphenyl Methylpropional, Citronellol, Limonene, Geraniol, Coumarin, Alpha-Isomethyl Ionone, Hydroxycitronellal, Sodium Hydroxide, CI 14700 (Red 4), CI 19140 (Yellow 5), CI 42090 (Blue 1).",1,1,1,1,233.38217000000003,5.0250435,244.63892167497903
392,SPF_Oily,DR. LARA DEVGAN SCIENTIFIC BEAUTY,Platinum Lip Plump SPF 30,['50'],"Founded by celebrity NYC plastic surgeon Dr. Lara Devgan, Scientific Beauty is widely regarded as the best in luxury, medical-grade skincare. Drawing on her experience treating patients from around the globe, Dr. Devgan has designed her products with clean, medical-grade beauty in mind: clinically proven ingredients with demonstrated efficacy and free from animal testing, additives, and impurities. From her cult-favorite lip-plumping gloss that has sold out nine times to her eyelash growth serum to her skin-changing serums and creams, each Dr. Devgan product is thoughtfully designed to bring the science of skin to the beauty of you.",0,0,0,1,105.32571999999999,141.12166000000002,248.72988018365945
457,SPF_Oily,DIOR,Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,['42'],"-Moisturizing Agent: Instantly plumps the skin.
-Biomimetic Mica and Soft-focus Optical Effect Powders: Blur imperfections.
-Boosted Longoza: Restores density and radiance.
-Opilia: Acts on pores and imperfections.",1,1,1,1,79.91263000000001,167.60468,249.26921508728506
435,SPF_Oily,LANCÔME,Bienfait Multi-Vital Sunscreen Lotion Broad Spectrum SPF 30,['52'],"-Avobenzone 3%, Octisalate 5%, Octocrylene 7%.

Water, Isononyl Isononanoate, Glycerin, Dimethicone, Diisopropyl Sebacate, Aluminum Starch Octenylsuccinate, Sucrose Tristearate, Polysorbate 61, Ribes Nigrum (Black Currant) Seed Oil, Tocopheryl Acetate, Ascorbyl Glucoside, Sodium Stearoyl Glutamate, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Phenoxyethanol, Thermus Thermophillus Ferment, Peg-12 Dimethicone, Eugenol, Ethylparaben, Triethanolamine, Helianthus Annuus (Sunflower) Seed Oil, Dimethiconol, Panthenol, Xanthan Gum, Benzyl Salicylate, Benzyl Alcohol, Linalool, Oxothiazolidinecarboxylic Acid, Caprylyl Glycol, Alpha-Isomethyl Ionone, Carbomer, Geraniol, Moringa Pterygosperma Seed Extract, Disodium Edta, Castanea Sativa (Chestnut) Seed Extract, Rosa Canina Fruit Oil, Methylparaben, Citronellol, Hexyl Cinnamal, Fragrance.",0,0,0,1,-73.312,322.71945,250.2191641096341
394,SPF_Oily,MURAD,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,['65'],"-Avobenzone 3%
-Homosalate 6.5%
-Octinoxate 7.5%
-Octisalate 5%
-Oxybenzone 2%

Water, Butylene Glycol, Stearic Acid, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate, Dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Pelvetia Canaliculata Extract, Ectoin, Ginkgo Biloba Leaf Extract, Grape Seed Extract, Passiflora Incarnata Extract, Tetrahexyldecyl Ascorbate, Sodium PCA, Panthenol, Tripleurospermum Maritimum Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene*, Linalool *, Fragrance, Yellow 6 (CI 15985), Red 33 (CI 17200). *Allergen.",1,1,1,1,-3.5372424,254.52837999999997,251.01232790548823
410,SPF_Oily,PHILOSOPHY,Renewed Hope in A Jar SPF 30 Moisturizer,['39'],"-Avobenzone 2.7%, Octinoxate 6.99%, and Octocrylene 2%: Provide sunscreen protection.

Water, Carthamus Tinctorius (Safflower) Oleosomes, Butylene Glycol, Glycerin, C12-15 Alkyl Benzoate, Methyl Gluceth-20, Glycolic Acid, Polyacrylamide, Cyclopentasiloxane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydrogenated Lecithin, Cyclohexasiloxane, Phenoxyethanol, Sodium Hydroxide, C13-14 Isoparaffin, Cetyl Alcohol, Polysorbate 80, Laureth-7, Citric Acid, Fragrance, Bismuth Oxychloride, Mandelic Acid, Tocopheryl Acetate, Disodium Edta, Synthetic Fluorphlogopite, Ethylhexyl Palmitate, Propanediol, Gluconic Acid, Adenosine, Sodium Benzoate, Bht, Evodia Rutaecarpa Fruit Extract, Sodium Bicarbonate, Yeast Extract, Magnesium Stearate, Opuntia Coccinellifera Flower Extract, Silica Dimethyl Silylate, Caprylyl Glycol, Ethylhexylglycerin, Hyaluronic Acid,Silanetriol, Sodium Hyaluronate, Sorbic Acid, Hexylene Glycol.",0,0,0,1,167.80766,83.22586,251.03351999999998
442,SPF_Oily,ST. TROPEZ,Gradual Tan Plus Sculpt and Glow Everyday Multi-Active Toning Lotion,['35'],"-Dihydroxyacetone (DHA)
-Hyaluronic Acid: Helps smooth imperfections.
-Sea Algae Extract: Visibly firms to make skin appear more toned.

Water, Glycerin, C12-15 Alkyl Benzoate, Isopropyl Palmitate, Cetearyl Alcohol, Dihydroxyacetone, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Cetearyl Glucoside, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polymethylsilsesquioxane, Caprylic/Capric Triglyceride, Parfum (Fragrance), Phenoxyethanol, Caprylyl Glycol, Erythrulose, Mica, Sclerotium Gum, Xanthan Gum, Linalool, Polysorbate 60, Sorbitan Isostearate, Tocopheryl Acetate, Hexyl Cinnamal, Benzyl Salicylate, Alaria Esculenta Extract, Tocopherol, Butylphenyl Methylpropional, Hydrolyzed Hyaluronic Acid, Citronellol, Limonene, Geraniol, Hydroxycitronellal, Alpha-Isomethyl Ionone, Anise Alcohol, Coumarin, CI 77891 (Titanium Dioxide), CI 19140 (Yellow 5).",1,1,1,1,292.4861,-34.332417,254.56870927993916
380,SPF_Oily,ST. TROPEZ,Self Tan Purity Bronzing Water Face Mist,['30'],"Water, Dihydroxyacetone, PPG-5-Ceteth-20, Propylene Glycol, Glycerin, Ethoxydiglycol, Coco-Glucoside, Caramel, Phenoxyethanol, Parfum, Sodium Metabisulfite, Hydrolyzed Jojoba Esters, Hydroxyethylcellulose, Tocopherol, Decylene Glycol, Caprylyl Glycol, d-limonene, Anisyl Alcohol, Sodium Hydroxide, Linalool, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Citronellol, Hydroxycitronellal, Alpha-isomethyl Ionone, Coumarin.",1,1,1,1,221.9165,40.784504,256.80100806198965
463,SPF_Oily,JOSIE MARAN,Whipped Argan Oil SPF 45 Body Butter,['42'],"-Titanium Dioxide 7.2%**, Zinc Oxide 6.7%**: Provide physical sun protection.

Water**, Glycerin**, Butyloctyl Salicylate, Caprylic/Capric Triglyceride**, Dimethicone, Carthamus Tinctorius (Safflower) Oleosomes**, Argania Spinosa (Argan) Kernel Oil*, Polyhydroxystearic Acid**, Arachidyl Alcohol**, Arachidyl Glucoside**, Behenyl Alcohol**, Cetearyl Alcohol**, Coco-Glucoside**, Phenoxyethanol, Ethylhexylglycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethyl Macadamiate**, Xanthan Gum**, Aloe Barbadensis Leaf Juice**, Bisabolol**, Butyrospermum Parkii (Shea) Butter**, Camellia Sinensis Leaf Extract**, Symphytum Officinale Leaf Extract**, Pongamia Glabra Seed Oil**, Tocopheryl Acetate, Aluminum Stearate, Alumina, Triethoxycaprylylsilane, Tocopherol**, Malic Acid**.",0,0,0,1,49.359590000000004,223.18814,261.5695242758789
369,SPF_Oily,TARTE,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,['37'],"-Titanium Dioxide
-Zinc Oxide

Cyclopentasiloxane, Isododecane, Mica, Polysilicone-11, Polymethylsilsesquioxane, Hexyl Laurate, PEG-10 Dimethicone, Polyglyceryl-4 Isostearate, Stearic Acid, Cetyl PEG/PPG-10/1 Dimethicone, Alumina, Triethoxycaprylylsilane, Dipalmitoyl Hydroxyproline, Diamond Powder, Iron Oxides.",1,1,1,1,146.87178,158.17694,276.72631597499793
386,SPF_Oily,SOL DE JANEIRO,Bum Bum Sol Oil SPF 30,['38'],"Homosalate, Octocrylene, Octisalate Avobenzone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cocos Nucifera (Coconut) Oil, Vitis Vinifera (Grape) Seed Oil, Neopentyl Glycol Diheptanoate, Octyldodecanol, Fragrance, Dicaprylyl Carbonate, Euterpe Oleracea (Açaí) Fruit Oil, Mica, Silica, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Tin Oxide, Tocopherol, Tocopheryl Acetate, Calcium Aluminum Borosilicate, Iron Oxides, Titanium Dioxide.",0,0,0,1,200.26485,120.64668,283.83014460145984
426,SPF_Oily,CLINIQUE,Moisture Surge™ Sheertint Hydrator Broad Spectrum SPF 25,['39'],"Water\Aqua\Eau, Ethylhexyl Methoxycinnamate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Titanium Dioxide, Zinc Oxide, Caprylyl Methicone, Neopentyl Glycol Diheptanoate, Butylene Glycol, Pentylene Glycol, Glycerin, Polyglyceryl-10 Pentastearate, Hydrogenated Lecithin, Behenyl Alcohol, Peg-100 Stearate, Sucrose, Laminaria Saccharina Extract, Cucumis Sativus (Cucumber) Fruit Extract, Aloe Barbadensis Leaf Water, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Caffeine, Tocopheryl Acetate, Isohexadecane, Lecithin, Sodium Stearoyl Lactylate, Propylene Glycol Dicaprate, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seedcake, Trehalose, Isostearic Acid, Polyhydroxystearic Acid, Polysorbate 80, Dimethicone, Xanthan Gum, Polyethylene, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Silica, Disodium Edta, Tetrasodium Edta, Bht, Phenoxyethanol, [+/- Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Titanium Dioxide (Ci 77891)].",0,0,0,1,115.61795,207.31354,284.72201996604474
416,SPF_Oily,ST. TROPEZ,Self Tan Purity Vitamins Bronzing Water Body Mist,['42'],"-100% Vegan and Natural Tanning Active: Customizable tanning agent that fades evenly.
-Vitamin C and D Boosters: Brighten skin, protect against environmental stressors, and mimic the effects of sunshine without harmful UV rays.
-Hyaluronic Acid: Provides up to 24 hours of hydration.

Aqua (Water/ Eau), Dihydroxyacetone, PEG-40 Hydrogenated Castor Oil, Polysorbate 20, Glycerin, Betaine, Phenoxyethanol, Parfum (Fragrance), Citrus Nobilis (Mandarin Orange) Fruit Extract, Sodium Metabisul_te, Beta Vulgaris (Beet) Root Extract, Fructooligosaccharides, Linalool, Ethylhexylglycerin, Propylene Glycol Dicaprylate/ Dicaprate, Potassium Lactate, Limonene, Citronellol, Terminalia Ferdinandiana Seed Oil, Hexyl Cinnamal, Lactic Acid, Hydrolyzed Hyaluronic Acid, Persea Gratissima (Avocado) Fruit Extract, Potassium Sorbate, Hibiscus Sabdariffa Flower Extract, Sodium Benzoate.",0,0,0,1,290.09073,36.01453,286.11772281408076
381,SPF_Oily,ERBORIAN,CC Cream Radiance Color Corrector Broad Spectrum SPF25,['44'],"-Ethylhexyl Methoxycinnamate/Octinoxate, Ethylhexyl Salicylate/Octisalate, Titanium Dioxide, and Zinc Oxide: Protect against harmful UVA/UVB rays.

Water, Cyclomethicone, Dipropylene Glycol, Glycerin, Peg-10 Dimethicone, Methyl Trimethicone, C12-15 Alkyl Benzoate, Dimethicone, Ci 77492/Iron Oxides, Disteardimonium Hectorite, Magnesium Sulfate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Centella Asiatica Extract, Mel/Honey Extract, Mica, Talc, Trihydroxystearin, Butylene Glycol, Polyester-1, Aluminum Hydroxide, Silica Dimethyl Silylate, Palmitic Acid, Stearic Acid, Tocopheryl Acetate, Ethylhexylglycerin, Phenoxyethanol, Methicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Fragrance, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Linalool, Citronellol, Geraniol, Eugenol, Limonene, Ci 77491/Iron Oxides, Ci 77499/Iron Oxides.",0,0,0,1,7.368416000000001,329.68097,290.87917385302563
430,SPF_Oily,ALGENIST,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,['28'],"-Patented Alguronic Acid: Helps minimize the appearance of fine lines and wrinkles and support benefits of other active ingredients.
-Echinacea and Japanese Green Tea Extracts: Help protect the skin from environmental damage and help nurture moisture barrier.
-Vitamin E: Helps combat the effects of free radical damage.

Octinoxate 7.5%, Titanium Dioxide 2%, Zinc Oxide 17.1%, Cyclopentasiloxane, Water (Aqua, Eau), Alcohol Denat., Glycerin, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, PEG/PPG-18/18 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Parachlorella Beijerinckii Exopolysaccharides, Echinacea Purpurea Extract, Tocopheryl Acetate, Camellia Oleifera Leaf Extract, Arctostaphylos Uva Ursi Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Stearic Acid, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, BHT, Ethylhexylglycerin, Caprylyl Glycol, Aluminum Hydroxide, Phenoxyethanol, Hexylene Glycol, Fragrance (Parfum), Hexyl Cinnamal, Linalool.",0,0,0,1,87.7132,263.76865,297.0416233823334
361,SPF_Oily,PETER THOMAS ROTH,Water Drench® Hyaluronic Hydrating Moisturizer SPF 45,['52'],"-Broad-Spectrum SPF 45: Reef-safe sunscreen free of oxybenzone and octinoxate that provides UVA/UVB sun protection.
-30 Percent Hyaluronic Acid Complex: Helps improve hydration and can attract and retain up to 1,000 times its weight in water from moisture in the air.
-Pentavitin®: A potent hydrator that provides up to 72 hours of hydration and helps replenish moisture depleted by outdoor heat and sunlight.

Avobenzone 3%, Homosalate 5%, Octisalate 5%, Octocrylene 10%, Water/Aqua/Eau, Polymethylsilsesquioxane, Glycerin, Dipropylene Glycol, Dimethicone, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Yeast Extract, Cyclopentasiloxane, Cyclohexasiloxane, Phenoxyethanol, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Isododecane, Dimethicone/PEG-10/15 Crosspolymer, Saccharide Isomerate, Methyl Gluceth-20, Sodium Chloride, Sodium Hyaluronate, Bisabolol, PEG-15/Lauryl Dimethicone Crosspolymer, Sodium PCA, Propylene Glycol, Ceteareth-25, Sodium Benzoate, Potassium Sorbate, Sodium Citrate, Citric Acid, Sambucus Nigra Fruit Extract, Cetyl Alcohol, Saccharomyces/Magnesium Ferment, Hydrolyzed Silk, Behenic Acid, Ceramide NP, Cholesterol, Ethylhexylglycerin, Tocopherol, Ceramide NS, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Butylene Glycol, Ceramide AP, Ceramide EOP, Ceramide EOS, Olea Europaea (Olive) Leaf Extract, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Disodium EDTA, Ascorbyl Palmitate, Mica (CI 77019).",0,0,0,1,-79.50194,437.2607,299.6822330963836
396,SPF_Oily,ERBORIAN,CC Color Correcting & Redness Reducing Broad Spectrum SPF 25,['44'],"-Green Pigments: Help correct redness.
-Ethylhexyl Methoxycinnamate/Octinoxate, Titanium Dioxide, and Zinc Oxide: Protect against harmful UVA/UVB rays.

Water, Cyclomethicone, Dipropylene Glycol, Glycerin, PEG-10 Dimethicone, Methyl Trimethicone , CI 77891/Titanium Dioxide, C12-15 Alkyl Benzoate, Dimethicone, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Disteardimonium Hectorite, Magnesium Sulfate, Butylene Glycol, Centella Asiatica Extract, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Trihydroxystearin, Phenoxyethanol, Mica, Methicone, Palmitic Acid, Stearic Acid, Ethylhexylglycerin, Tocopheryl Acetate, Polyester-1, Silica Dimethyl Silylate, Triethoxycaprylylsilane, Parfum/Fragrance, Hexyl Cinnamal, Alpha-isomethyl Ionone, Linalool, Citronellol, Geraniol, Eugenol, Limonene, CI 77492/Iron Oxides, CI 77288/Chromium Oxide Greens, CI 77491/Iron Oxides, CI 77499/Iron Oxides.",0,0,0,1,39.730129999999996,326.7889,303.3291318813371
415,SPF_Oily,SOL DE JANEIRO,My Sol Stick SPF 50,['26'],"-Cupuaçu Butter: Full of fatty-acids; phytosterols and polyphenols lock in moisture to help restore skin’s elasticity.
-Açaí Oil: An antioxidant powerhouse that helps keep skin look and feel young.
-Coconut Oil: Melts easily into skin to soften, condition, and moisturize.

Homosalate, Octocrylene, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Calcium Aluminum Borosilicate, Cocos Nucifera (Coconut) Oil, Dicaprylyl Carbonate, Euterpe Oleracea (Acaí) Fruit Oil, Fragrance, Iron Oxides, Mica, Neopentyl Glycol Diheptanoate, Octyldodecanol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Silica, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Tin Oxide, Titanium Dioxide, Tocopherol, Tocopheryl Acetate, Vitis Vinifera (Grape) Seed Oil.",0,0,0,1,211.98015,155.91951,303.8998957824817
355,SPF_Oily,ISLE OF PARADISE,Self Tanning Drops,['29'],"-Coconut Oil: Hydrates and smooths the skin.
-Avocado Oil: High in Vitamins A and C; a fast-absorbing skin conditioning agent.
-Chia Seed Oil: One of nature’s richest vegetarian sources of omega 3 fatty acids; proven to significantly improve skin hydration and maintain skin barrier function.
-Eucalyptus Clobulus Leaf Oil: Isle of Paradise fragrance .

Water, Dihydroxyacetone, Alcohol Denat. (SD Alcohol 40-B), Glycerin, Polysorbate 80, Xanthan Gum, Erythrulose, Propylene Glycol, Tropaeolum Majus Flower/Leaf/Stem Extract, Tocopheryl Acetate (Vitamin E Acetate), Aloe Barbadensis Extract*, Citrus Grandis (Grapefruit) Peel Oil*, Cocos Nucifera (Coconut) Oil*, Eucalyptus Globulus Leaf Oil*, Mentha Piperita (Peppermint) Oil*, Persea Gratissima (Avocado) Oil*, Salvia Hispanica Seed Oil*, Salvia Officinalis (Sage) Oil*, Methoxyphenyl t-Butylphenyl Propanediol, Agastache Mexicana Flower/Leaf/Stem Extract, Ascorbic Acid, Propanediol, Ethylhexylglycerin, Sodium Metabisulfite, Fragrance, Sodium Hydroxide, Phenoxyethanol, Triethylene Glycol. *Organic.",1,1,1,1,274.3424,105.042404,308.60703618457904
397,SPF_Oily,DR. JART+,Every Sun Day™ Mineral Sunscreen SPF 50+,['39'],"-Zinc Oxide: Protects against UV rays while soothing the skin at the same time.

Water, Cyclopentasiloxane, Zinc Oxide, Propanediol, Titanium Dioxide, Butylene Glycol Dicaprylate/Dicaprate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, Butyloctyl Salicylate, Caprylyl Methicone, Citrus Aurantium Dulcis (Orange) Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Litsea Cubeba Fruit Oil, 1,2-Hexanediol, Disteardimonium Hectorite, Magnesium Sulfate, Stearic Acid, Aluminum Hydroxide, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Triethoxycaprylylsilane, Sorbitan Caprylate, Glyceryl Caprylate, Ethylhexylglycerin, Tocopherol.",0,0,0,1,181.61406000000002,209.48448,313.33503341161963
447,SPF_Oily,DERMALOGICA,Invisible Physical Defense Sunscreen SPF 30,['54'],"Water/Aqua/Eau, Zinc Oxide, Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Dimethicone, Butyloctyl Salicylate, Butylene Glycol, Glycerin, Silica, Polyhydroxystearic Acid, PEG-10 Dimethicone, Argania Spinosa Kernel Oil, Cordyceps Sinensis Extract, Trametes Versicolor Extract, Sodium Hyaluronate, Camellia Sinensis Leaf Extract, Eucalyptus Globulus Leaf Oil, Lavandula Spica (Lavender) Flower Oil, Tocopheryl Acetate, Sodium Chloride, Stearalkonium Hectorite, Pentylene Glycol, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Propanediol, Dimethicone Crosspolymer, Sodium Citrate, Propylene Carbonate, Xanthan Gum, Caprylyl Glycol, Bisabolol, Lavandula Hybrida Oil, Ethylhexylglycerin, Sodium Hydroxide, Potassium Sorbate, Sodium Benzoate, Linalool, Limonene.",0,0,0,1,-0.33729374,400.41086,316.90988560977564
456,SPF_Oily,VOLITION BEAUTY,Prismatic Luminizing Shield SPF 50,['35'],"-Sodium Hyaluronate: Delivers a moisture surge and an instant plumping effect.
-Prism Powder: Proprietary micronized powder that provides luminosity and minimizes the appearance of pores.
-Titanium Dioxide, Zinc Oxide, and Octinoxate: Provide sun protection.

Cyclopentasiloxane, Water, Coconut Alkanes, Isododecane, Glycerin, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, PEG/PPG-18/18 Dimethicone, Adipic Acid/Neopentyl Glycol Crosspolymer, Lauryl Dimethicone, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Aluminum Hydroxide, Stearic Acid, Butylene Glycol, Phenoxyethanol, Synthetic Fluorphlogopite, Titanium Dioxide, Hydrogenated Polyisobutene, Actinidia Chinensis (Kiwi) Fruit Water, Coco-Caprylate/Caprate, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Alcohol, Sophora Flavescens Root Extract, Sodium Hyaluronate, Glycyrrhiza Uralensis (Licorice) Root Extract, Hydrogenated Lecithin, CI 77491, CI 77492.",1,1,1,1,142.27761999999998,257.84232000000003,316.9282520703839
370,SPF_Oily,ISLE OF PARADISE,Self-Tanning Water,['28'],"-Coconut Oil: Hydrates and smooths the skin.
-Avocado Oil: High in Vitamins A and C; a fast-absorbing skin conditioning agent.
-Chia Seed Oil: One of nature’s richest vegetarian sources of omega 3 fatty acids; proven to significantly improve skin hydration and maintain skin barrier function.
-Eucalyptus Clobulus Leaf Oil: Isle of Paradise fragrance .

Water, Propylene Glycol, Dihydroxyacetone, Glycerin, Ethoxydiglycol, PEG-40 Hydrogenated Castor Oil, Erythrulose, Glycereth-26, Agastache Mexicana Flower/Leaf/Stem Extract, Aloe Barbadensis Extract*, Citrus Grandis (Grapefruit) Peel Oil*, Cocos Nucifera (Coconut) Oil*, Eucalyptus Globulus Leaf Oil*, Mentha Piperita (Peppermint) Oil*, Persea Gratissima (Avocado) Oil*, Salvia Hispanica Seed Oil*, Salvia Officinalis (Sage) Oil*, Methoxyphenyl t-Butylphenyl Propanediol, Tropaeolum Majus Flower/Leaf/Stem Extract, Panthenol, Ascorbic Acid, Ethylhexylglycerin, Propanediol, Sodium Benzotriazolyl Butylphenol Sulfonate, Tris (Tetramethylhydroxypiperidinol) Citrate, Fragrance, Sodium Metabisulfite, Phenoxyethanol, Triethylene Glycol, CI 19140 (FD&C Yellow No.5), CI 42090 (FD&C Blue No.1), CI 16035 (FD&C Red No.40).",1,1,1,1,311.5537,112.425476,326.24068562639377
406,SPF_Oily,CLINIQUE,Pep-Start Daily UV Protector Broad Spectrum SPF 50,['19'],"Titanium Dioxide 6.3% , Zinc Oxide 4.0%Water , Dimethicone , Butyloctyl Salicylate , Polydiethylsiloxane , C12-15 Alkyl Benzoate , Isononyl Isononanoate , Diethylhexyl Succinate , Neopentyl Glycol Diheptanoate , Methyl Trimethicone , Butylene Glycol , Ethylhexyl Methoxycrylene , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Silica , Laureth-4 , Cetyl Peg/Ppg-10/1 Dimethicone , Dipentaerythrityl Tri-Polyhydroxystearate , Hydrolyzed Wheat Protein/Pvp Crosspolymer , Caprylyl Glycol , Dimethicone Silylate , Dimethicone/Peg-10/15 Crosspolymer , Isostearic Acid , Dimethicone Crosspolymer-3 , Polyhydroxystearic Acid , Triethoxycaprylylsilane , Dipropylene Glycol , Phenoxyethanol , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492)",1,1,1,1,271.216,189.62679,340.12789909138706
